Position (m),Velocity (m/s),Acceleration (m/s²),Time (s)
0.2096,-0.0892,-0.5697,35.75
0.2044,-0.1151,-0.4328,35.8
0.1981,-0.1324,-0.2263,35.85
0.1912,-0.1377,-0.002,35.9
0.1843,-0.1326,0.1875,35.95
0.1779,-0.119,0.3767,36
0.1724,-0.095,0.584,36.05
0.1684,-0.0606,0.7054,36.1
0.1663,-0.0244,0.7223,36.15
0.166,0.0117,0.7398,36.2
0.1675,0.0496,0.7059,36.25
0.1709,0.0823,0.603,36.3
0.1757,0.1098,0.4663,36.35
0.1819,0.1289,0.2432,36.4
0.1886,0.1342,0.0021,36.45
0.1953,0.1291,-0.1872,36.5
0.2015,0.1154,-0.3416,36.55
0.2069,0.095,-0.5137,36.6
0.211,0.0641,-0.6699,36.65
0.2133,0.028,-0.722,36.7
0.2138,-0.0081,-0.7401,36.75
0.2125,-0.046,-0.7072,36.8
0.2092,-0.0788,-0.5696,36.85
0.2046,-0.103,-0.4322,36.9
0.1989,-0.1221,-0.278,36.95
0.1924,-0.1308,-0.0541,37
0.1858,-0.1275,0.1702,37.05
0.1796,-0.1138,0.3599,37.1
0.1744,-0.0915,0.5152,37.15
0.1705,-0.0623,0.6362,37.2
0.1682,-0.0279,0.6878,37.25
0.1677,0.0065,0.7225,37.3
0.1689,0.0444,0.7063,37.35
0.1721,0.0771,0.5686,37.4
0.1766,0.1013,0.4313,37.45
0.1823,0.1203,0.2774,37.5
0.1886,0.129,0.0543,37.55
0.1952,0.1257,-0.187,37.6
0.2012,0.1103,-0.3594,37.65
0.2062,0.0898,-0.4796,37.7
0.2102,0.0623,-0.6181,37.75
0.2124,0.0279,-0.6877,37.8
0.213,-0.0064,-0.7055,37.85
0.2118,-0.0426,-0.6895,37.9
0.2087,-0.0754,-0.5868,37.95
0.2042,-0.1013,-0.4498,38
0.1986,-0.1204,-0.2606,38.05
0.1922,-0.1273,-0.0537,38.1
0.1858,-0.1257,0.1356,38.15
0.1796,-0.1138,0.3429,38.2
0.1744,-0.0914,0.4808,38.25
0.1705,-0.0657,0.6011,38.3
0.1679,-0.0313,0.7225,38.35
0.1673,0.0065,0.7228,38.4
0.1685,0.041,0.6711,38.45
0.1714,0.0736,0.6202,38.5
0.1759,0.103,0.4835,38.55
0.1817,0.122,0.26,38.6
0.1881,0.129,0.0535,38.65
0.1946,0.1274,-0.1183,38.7
0.2008,0.1171,-0.2899,38.75
0.2063,0.0984,-0.4794,38.8
0.2107,0.0692,-0.6352,38.85
0.2133,0.0348,-0.7048,38.9
0.2142,-0.0013,-0.7227,38.95
0.2131,-0.0374,-0.7063,39
0.2104,-0.0719,-0.6386,39.05
0.206,-0.1013,-0.484,39.1
0.2003,-0.1203,-0.312,39.15
0.1939,-0.1325,-0.1233,39.2
0.187,-0.1326,0.1359,39.25
0.1807,-0.1189,0.3087,39.3
0.1751,-0.1018,0.4286,39.35
0.1705,-0.076,0.6012,39.4
0.1675,-0.0417,0.7224,39.45
0.1663,-0.0038,0.7401,39.5
0.1672,0.0324,0.6883,39.55
0.1696,0.065,0.6373,39.6
0.1737,0.0961,0.5175,39.65
0.1792,0.1168,0.3283,39.7
0.1853,0.1289,0.1569,39.75
0.1921,0.1325,-0.049,39.8
0.1986,0.124,-0.2729,39.85
0.2045,0.1052,-0.4454,39.9
0.2091,0.0795,-0.566,39.95
0.2124,0.0486,-0.6699,40
0.214,0.0125,-0.7226,40.05
0.2136,-0.0237,-0.706,40.1
0.2116,-0.0581,-0.6554,40.15
0.2078,-0.0892,-0.5358,40.2
0.2027,-0.1117,-0.3463,40.25
0.1967,-0.1238,-0.1743,40.3
0.1903,-0.1291,0.0148,40.35
0.1838,-0.1223,0.2394,40.4
0.1781,-0.1052,0.3946,40.45
0.1732,-0.0829,0.5323,40.5
0.1698,-0.0519,0.6535,40.55
0.168,-0.0175,0.6881,40.6
0.168,0.0169,0.6882,40.65
0.1697,0.0513,0.6545,40.7
0.1732,0.0823,0.5346,40.75
0.178,0.1047,0.3627,40.8
0.1836,0.1186,0.1909,40.85
0.1898,0.1238,0.0195,40.9
0.196,0.1205,-0.1866,40.95
0.2019,0.1052,-0.3938,41
0.2065,0.0812,-0.5144,41.05
0.21,0.0537,-0.6181,41.1
0.2119,0.0193,-0.6881,41.15
0.2119,-0.0151,-0.6713,41.2
0.2104,-0.0478,-0.6379,41.25
0.2071,-0.0789,-0.5358,41.3
0.2025,-0.1014,-0.3463,41.35
0.197,-0.1135,-0.1737,41.4
0.1912,-0.1187,-0.0366,41.45
0.1851,-0.1172,0.17,41.5
0.1794,-0.1017,0.3776,41.55
0.175,-0.0794,0.4809,41.6
0.1715,-0.0537,0.584,41.65
0.1696,-0.021,0.6883,41.7
0.1694,0.0152,0.6714,41.75
0.1711,0.0461,0.6024,41.8
0.174,0.0754,0.5346,41.85
0.1787,0.0996,0.3627,41.9
0.184,0.1117,0.1907,41.95
0.1898,0.1187,0.0369,42
0.1958,0.1154,-0.1868,42.05
0.2014,0.1,-0.3771,42.1
0.2058,0.0777,-0.4628,42.15
0.2091,0.0537,-0.5659,42.2
0.2112,0.0211,-0.6881,42.25
0.2112,-0.0151,-0.6719,42.3
0.2097,-0.0461,-0.5859,42.35
0.2066,-0.0737,-0.5177,42.4
0.2023,-0.0979,-0.3981,42.45
0.1968,-0.1135,-0.2087,42.5
0.191,-0.1188,-0.0191,42.55
0.185,-0.1154,0.1531,42.6
0.1794,-0.1034,0.3255,42.65
0.1746,-0.0829,0.4807,42.7
0.1712,-0.0554,0.6016,42.75
0.1691,-0.0227,0.6709,42.8
0.1689,0.0117,0.6712,42.85
0.1702,0.0444,0.6198,42.9
0.1733,0.0737,0.5341,42.95
0.1776,0.0978,0.4145,43
0.1831,0.1151,0.2254,43.05
0.1891,0.1204,0.0363,43.1
0.1952,0.1188,-0.1353,43.15
0.201,0.1069,-0.3249,43.2
0.2058,0.0863,-0.4624,43.25
0.2096,0.0606,-0.6007,43.3
0.2119,0.0262,-0.6883,43.35
0.2123,-0.0082,-0.6541,43.4
0.2111,-0.0392,-0.6201,43.45
0.2083,-0.0702,-0.5694,43.5
0.2041,-0.0961,-0.4495,43.55
0.1987,-0.1152,-0.278,43.6
0.1925,-0.1239,-0.0537,43.65
0.1863,-0.1206,0.1361,43.7
0.1805,-0.1103,0.2909,43.75
0.1753,-0.0915,0.4635,43.8
0.1713,-0.064,0.5846,43.85
0.1689,-0.033,0.636,43.9
0.168,-3.55E-04,0.6881,43.95
0.1689,0.0358,0.6718,44
0.1716,0.0668,0.5511,44.05
0.1756,0.0909,0.4485,44.1
0.1807,0.1117,0.2944,44.15
0.1867,0.1204,0.0876,44.2
0.1927,0.1204,-0.0665,44.25
0.1988,0.1137,-0.2555,44.3
0.2041,0.0949,-0.4454,44.35
0.2083,0.0692,-0.5665,44.4
0.211,0.0382,-0.6358,44.45
0.2121,0.0056,-0.671,44.5
0.2116,-0.0289,-0.655,44.55
0.2092,-0.0599,-0.5519,44.6
0.2056,-0.0841,-0.4491,44.65
0.2008,-0.1048,-0.312,44.7
0.1951,-0.1153,-0.1224,44.75
0.1893,-0.1171,0.0498,44.8
0.1834,-0.1103,0.222,44.85
0.1782,-0.0949,0.3945,44.9
0.1739,-0.0708,0.5328,44.95
0.1712,-0.0416,0.6018,45
0.1698,-0.0106,0.6366,45.05
0.1701,0.0221,0.6198,45.1
0.172,0.0513,0.5508,45.15
0.1752,0.0772,0.4827,45.2
0.1797,0.0996,0.3459,45.25
0.1852,0.1117,0.1396,45.3
0.1909,0.1136,-0.0496,45.35
0.1965,0.1068,-0.2218,45.4
0.2015,0.0914,-0.3595,45.45
0.2057,0.0708,-0.4801,45.5
0.2086,0.0434,-0.5842,45.55
0.21,0.0124,-0.6192,45.6
0.2099,-0.0185,-0.6197,45.65
0.2082,-0.0496,-0.5865,45.7
0.2049,-0.0772,-0.4665,45.75
0.2004,-0.0962,-0.3118,45.8
0.1953,-0.1084,-0.1398,45.85
0.1896,-0.1102,0.05,45.9
0.1843,-0.1034,0.2051,45.95
0.1793,-0.0897,0.3428,46
0.1753,-0.0691,0.4808,46.05
0.1724,-0.0416,0.5848,46.1
0.1711,-0.0106,0.6022,46.15
0.1713,0.0186,0.585,46.2
0.173,0.0479,0.551,46.25
0.1761,0.0737,0.4656,46.3
0.1804,0.0944,0.3284,46.35
0.1855,0.1066,0.1568,46.4
0.191,0.1101,-0.0324,46.45
0.1965,0.1033,-0.2046,46.5
0.2014,0.0897,-0.3419,46.55
0.2055,0.0691,-0.4975,46.6
0.2083,0.0399,-0.5846,46.65
0.2095,0.0107,-0.5846,46.7
0.2093,-0.0185,-0.6025,46.75
0.2076,-0.0496,-0.5693,46.8
0.2044,-0.0755,-0.4491,46.85
0.2001,-0.0945,-0.3116,46.9
0.1949,-0.1066,-0.1568,46.95
0.1894,-0.1102,0.0154,47
0.1839,-0.1051,0.1877,47.05
0.1789,-0.0914,0.343,47.1
0.1748,-0.0708,0.4636,47.15
0.1718,-0.045,0.5671,47.2
0.1703,-0.0141,0.6366,47.25
0.1704,0.0186,0.6198,47.3
0.1721,0.0479,0.551,47.35
0.1752,0.0737,0.4654,47.4
0.1795,0.0944,0.3454,47.45
0.1847,0.1083,0.1909,47.5
0.1903,0.1135,0.0193,47.55
0.196,0.1102,-0.1696,47.6
0.2014,0.0966,-0.3595,47.65
0.2057,0.0743,-0.4805,47.7
0.2088,0.0485,-0.5494,47.75
0.2105,0.0193,-0.6189,47.8
0.2107,-0.0134,-0.6373,47.85
0.2092,-0.0444,-0.5689,47.9
0.2063,-0.0703,-0.4831,47.95
0.2022,-0.0927,-0.3805,48
0.197,-0.1083,-0.2259,48.05
0.1913,-0.1153,-0.0365,48.1
0.1855,-0.112,0.1533,48.15
0.1801,-0.1,0.3084,48.2
0.1755,-0.0811,0.4463,48.25
0.172,-0.0554,0.5671,48.3
0.1699,-0.0244,0.6367,48.35
0.1696,0.0083,0.6195,48.4
0.1708,0.0375,0.5853,48.45
0.1733,0.0668,0.5171,48.5
0.1775,0.0893,0.3796,48.55
0.1823,0.1048,0.2427,48.6
0.1879,0.1135,0.0537,48.65
0.1936,0.1102,-0.1359,48.7
0.199,0.0999,-0.2736,48.75
0.2036,0.0828,-0.3939,48.8
0.2072,0.0605,-0.5145,48.85
0.2097,0.0314,-0.6189,48.9
0.2104,-0.0013,-0.6371,48.95
0.2095,-0.0324,-0.586,49
0.2071,-0.0599,-0.5003,49.05
0.2035,-0.0824,-0.3975,49.1
0.1989,-0.0997,-0.2602,49.15
0.1936,-0.1084,-0.088,49.2
0.1881,-0.1085,0.0842,49.25
0.1827,-0.1,0.2568,49.3
0.1781,-0.0828,0.3948,49.35
0.1744,-0.0605,0.4983,49.4
0.172,-0.033,0.5676,49.45
0.1711,-0.0037,0.5848,49.5
0.1716,0.0255,0.5852,49.55
0.1737,0.0548,0.5345,49.6
0.1771,0.079,0.3796,49.65
0.1816,0.0927,0.2417,49.7
0.1864,0.1031,0.1398,49.75
0.1919,0.1067,-0.0666,49.8
0.1971,0.0965,-0.2566,49.85
0.2015,0.0811,-0.3597,49.9
0.2052,0.0605,-0.4632,49.95
0.2076,0.0347,-0.5496,50
0.2086,0.0055,-0.6022,50.05
0.2081,-0.0255,-0.5862,50.1
0.2061,-0.0531,-0.483,50.15
0.2028,-0.0738,-0.3798,50.2
0.1987,-0.0911,-0.2773,50.25
0.1937,-0.1015,-0.1052,50.3
0.1886,-0.1016,0.0674,50.35
0.1836,-0.0948,0.2049,50.4
0.1791,-0.0811,0.3602,50.45
0.1755,-0.0588,0.4811,50.5
0.1732,-0.033,0.5502,50.55
0.1722,-0.0037,0.5851,50.6
0.1728,0.0255,0.5508,50.65
0.1747,0.0513,0.4996,50.7
0.178,0.0755,0.397,50.75
0.1823,0.091,0.2421,50.8
0.1871,0.0997,0.1048,50.85
0.1922,0.1015,-0.0498,50.9
0.1972,0.0947,-0.2044,50.95
0.2017,0.0811,-0.3595,51
0.2053,0.0588,-0.4806,51.05
0.2076,0.033,-0.5499,51.1
0.2086,0.0038,-0.5852,51.15
0.208,-0.0255,-0.5511,51.2
0.2061,-0.0513,-0.5,51.25
0.2028,-0.0755,-0.4148,51.3
0.1985,-0.0928,-0.2598,51.35
0.1936,-0.1015,-0.1222,51.4
0.1884,-0.105,0.0322,51.45
0.1831,-0.0982,0.2397,51.5
0.1786,-0.0811,0.3606,51.55
0.175,-0.0622,0.4462,51.6
0.1724,-0.0364,0.5674,51.65
0.1713,-0.0055,0.6025,51.7
0.1718,0.0238,0.5508,51.75
0.1737,0.0496,0.4991,51.8
0.1768,0.0737,0.4484,51.85
0.1811,0.0945,0.3116,51.9
0.1862,0.1049,0.1046,51.95
0.1916,0.1049,-0.0328,52
0.1967,0.1016,-0.1697,52.05
0.2017,0.088,-0.3597,52.1
0.2055,0.0656,-0.4633,52.15
0.2083,0.0416,-0.5322,52.2
0.2097,0.0124,-0.6022,52.25
0.2095,-0.0186,-0.5855,52.3
0.2078,-0.0461,-0.5342,52.35
0.2049,-0.072,-0.4663,52.4
0.2006,-0.0928,-0.3292,52.45
0.1956,-0.1049,-0.1394,52.5
0.1901,-0.1067,0.0159,52.55
0.185,-0.1033,0.1357,52.6
0.1798,-0.0931,0.3254,52.65
0.1756,-0.0708,0.4813,52.7
0.1727,-0.045,0.533,52.75
0.1711,-0.0175,0.5675,52.8
0.171,0.0117,0.5851,52.85
0.1723,0.041,0.5511,52.9
0.1751,0.0669,0.4654,52.95
0.179,0.0876,0.3454,53
0.1838,0.1014,0.1909,53.05
0.1891,0.1066,0.0191,53.1
0.1945,0.1033,-0.1529,53.15
0.1995,0.0914,-0.3082,53.2
0.2036,0.0725,-0.4115,53.25
0.2067,0.0502,-0.4978,53.3
0.2086,0.0227,-0.5675,53.35
0.209,-0.0065,-0.5681,53.4
0.208,-0.0341,-0.5342,53.45
0.2056,-0.06,-0.4661,53.5
0.202,-0.0807,-0.3456,53.55
0.1975,-0.0945,-0.2255,53.6
0.1925,-0.1032,-0.0711,53.65
0.1872,-0.1016,0.1362,53.7
0.1824,-0.0896,0.2743,53.75
0.1782,-0.0742,0.3776,53.8
0.1749,-0.0519,0.4813,53.85
0.173,-0.0261,0.533,53.9
0.1723,0.0014,0.5677,53.95
0.1732,0.0307,0.5513,54
0.1754,0.0566,0.4482,54.05
0.1788,0.0755,0.3277,54.1
0.183,0.0893,0.2249,54.15
0.1878,0.098,0.0879,54.2
0.1928,0.0981,-0.084,54.25
0.1976,0.0896,-0.2562,54.3
0.2017,0.0725,-0.3946,54.35
0.2048,0.0502,-0.4636,54.4
0.2067,0.0261,-0.5155,54.45
0.2074,-0.0014,-0.5508,54.5
0.2066,-0.029,-0.517,54.55
0.2045,-0.0531,-0.4486,54.6
0.2013,-0.0738,-0.3456,54.65
0.1972,-0.0876,-0.2253,54.7
0.1925,-0.0963,-0.0881,54.75
0.1875,-0.0965,0.1016,54.8
0.1829,-0.0862,0.2571,54.85
0.1789,-0.0707,0.3603,54.9
0.1758,-0.0501,0.4639,54.95
0.1739,-0.0244,0.5333,55
0.1734,0.0032,0.5335,55.05
0.1742,0.029,0.4992,55.1
0.1763,0.0531,0.4479,55.15
0.1795,0.0738,0.3624,55.2
0.1836,0.0893,0.2253,55.25
0.1885,0.0963,0.0533,55.3
0.1933,0.0947,-0.1017,55.35
0.1979,0.0861,-0.2218,55.4
0.2019,0.0725,-0.3596,55.45
0.2052,0.0502,-0.481,55.5
0.2069,0.0244,-0.5157,55.55
0.2076,-0.0014,-0.5334,55.6
0.2068,-0.029,-0.5168,55.65
0.2047,-0.0531,-0.4656,55.7
0.2015,-0.0755,-0.3806,55.75
0.1972,-0.0911,-0.2083,55.8
0.1923,-0.0963,-0.053,55.85
0.1875,-0.0964,0.0672,55.9
0.1827,-0.0896,0.2223,55.95
0.1786,-0.0742,0.3605,56
0.1753,-0.0536,0.4467,56.05
0.1732,-0.0295,0.5156,56.1
0.1723,-0.002,0.5678,56.15
0.173,0.0273,0.5511,56.2
0.1751,0.0531,0.4653,56.25
0.1783,0.0738,0.3621,56.3
0.1824,0.0893,0.2593,56.35
0.1873,0.0997,0.1224,56.4
0.1924,0.1015,-0.067,56.45
0.1974,0.093,-0.222,56.5
0.2017,0.0793,-0.3424,56.55
0.2053,0.0588,-0.4636,56.6
0.2076,0.033,-0.5155,56.65
0.2086,0.0072,-0.5502,56.7
0.2083,-0.022,-0.5688,56.75
0.2064,-0.0496,-0.483,56.8
0.2034,-0.0703,-0.3796,56.85
0.1994,-0.0876,-0.2944,56.9
0.1946,-0.0998,-0.1396,56.95
0.1894,-0.1016,0.0328,57
0.1844,-0.0965,0.1877,57.05
0.1798,-0.0828,0.3433,57.1
0.1762,-0.0622,0.4295,57.15
0.1736,-0.0398,0.4982,57.2
0.1722,-0.0123,0.5678,57.25
0.1723,0.0169,0.551,57.3
0.1739,0.0428,0.4821,57.35
0.1766,0.0652,0.4137,57.4
0.1804,0.0841,0.311,57.45
0.185,0.0963,0.1566,57.5
0.19,0.0998,-0.0154,57.55
0.195,0.0947,-0.1705,57.6
0.1995,0.0827,-0.291,57.65
0.2033,0.0656,-0.3944,57.7
0.206,0.0433,-0.4806,57.75
0.2076,0.0176,-0.5503,57.8
0.2078,-0.0117,-0.5513,57.85
0.2064,-0.0376,-0.4826,57.9
0.204,-0.06,-0.4144,57.95
0.2004,-0.079,-0.2942,58
0.1961,-0.0894,-0.1563,58.05
0.1915,-0.0946,-0.0363,58.1
0.1867,-0.093,0.1362,58.15
0.1822,-0.081,0.2745,58.2
0.1786,-0.0656,0.3603,58.25
0.1756,-0.045,0.4638,58.3
0.1741,-0.0192,0.5333,58.35
0.1737,0.0083,0.5338,58.4
0.1749,0.0342,0.4651,58.45
0.1771,0.0549,0.3789,58.5
0.1804,0.0721,0.3107,58.55
0.1843,0.0859,0.1908,58.6
0.189,0.0912,0.0359,58.65
0.1934,0.0895,-0.1013,58.7
0.1979,0.081,-0.2564,58.75
0.2016,0.0639,-0.3772,58.8
0.2043,0.0433,-0.4638,58.85
0.2059,0.0175,-0.4989,58.9
0.2061,-0.0066,-0.4816,58.95
0.2052,-0.0307,-0.4825,59
0.203,-0.0548,-0.4144,59.05
0.1997,-0.0721,-0.2938,59.1
0.1958,-0.0842,-0.191,59.15
0.1913,-0.0912,-0.0363,59.2
0.1867,-0.0879,0.1366,59.25
0.1825,-0.0776,0.2397,59.3
0.1789,-0.0639,0.3601,59.35
0.1761,-0.0415,0.4817,59.4
0.1748,-0.0157,0.4818,59.45
0.1746,0.0066,0.464,59.5
0.1754,0.0307,0.4994,59.55
0.1776,0.0566,0.4314,59.6
0.1811,0.0738,0.2761,59.65
0.185,0.0842,0.1732,59.7
0.1895,0.0912,0.0535,59.75
0.1941,0.0895,-0.1187,59.8
0.1984,0.0793,-0.2564,59.85
0.2021,0.0639,-0.3772,59.9
0.2048,0.0416,-0.4641,59.95
0.2062,0.0175,-0.4811,60
0.2066,-0.0066,-0.5163,60.05
0.2056,-0.0341,-0.5002,60.1
0.2032,-0.0566,-0.397,60.15
0.1999,-0.0738,-0.2938,60.2
0.1958,-0.0859,-0.1909,60.25
0.1913,-0.0929,-0.0535,60.3
0.1865,-0.0913,0.1192,60.35
0.1822,-0.081,0.2399,60.4
0.1784,-0.0673,0.3431,60.45
0.1755,-0.0467,0.4467,60.5
0.1737,-0.0226,0.5159,60.55
0.1732,0.0049,0.5337,60.6
0.1742,0.0307,0.482,60.65
0.1763,0.0531,0.4307,60.7
0.1795,0.0738,0.3453,60.75
0.1836,0.0876,0.2078,60.8
0.1883,0.0946,0.0703,60.85
0.1931,0.0947,-0.067,60.9
0.1978,0.0879,-0.2218,60.95
0.2019,0.0725,-0.36,61
0.205,0.0519,-0.4462,61.05
0.2071,0.0278,-0.5159,61.1
0.2078,2.90E-04,-0.5162,61.15
0.2071,-0.0238,-0.4991,61.2
0.2054,-0.0496,-0.4832,61.25
0.2021,-0.0721,-0.3632,61.3
0.1982,-0.0859,-0.2079,61.35
0.1936,-0.0929,-0.0872,61.4
0.1889,-0.0947,0.0154,61.45
0.1841,-0.0913,0.1875,61.5
0.1798,-0.0759,0.3607,61.55
0.1765,-0.0553,0.4297,61.6
0.1742,-0.0329,0.4812,61.65
0.1732,-0.0072,0.5334,61.7
0.1735,0.0204,0.5166,61.75
0.1752,0.0445,0.4479,61.8
0.178,0.0652,0.3621,61.85
0.1818,0.0807,0.2591,61.9
0.1861,0.0911,0.1394,61.95
0.1909,0.0947,-0.0326,62
0.1955,0.0878,-0.1879,62.05
0.1997,0.0759,-0.2908,62.1
0.2031,0.0588,-0.4116,62.15
0.2055,0.0347,-0.4987,62.2
0.2066,0.0089,-0.499,62.25
0.2064,-0.0152,-0.4821,62.3
0.2051,-0.0393,-0.4484,62.35
0.2025,-0.06,-0.3626,62.4
0.1991,-0.0756,-0.2595,62.45
0.1949,-0.086,-0.1394,62.5
0.1905,-0.0895,0.0157,62.55
0.186,-0.0844,0.1538,62.6
0.182,-0.0741,0.2569,62.65
0.1786,-0.0587,0.3777,62.7
0.1761,-0.0364,0.4643,62.75
0.1749,-0.0123,0.4816,62.8
0.1749,0.0118,0.4819,62.85
0.1761,0.0359,0.448,62.9
0.1785,0.0566,0.3623,62.95
0.1818,0.0721,0.2419,63
0.1857,0.0808,0.1213,63.05
0.1898,0.0843,0.0359,63.1
0.1941,0.0844,-0.101,63.15
0.1983,0.0742,-0.291,63.2
0.2016,0.0553,-0.395,63.25
0.2038,0.0347,-0.4295,63.3
0.205,0.0123,-0.4644,63.35
0.205,-0.0118,-0.4649,63.4
0.2038,-0.0342,-0.4307,63.45
0.2016,-0.0548,-0.3798,63.5
0.1984,-0.0721,-0.2771,63.55
0.1944,-0.0826,-0.122,63.6
0.1901,-0.0843,0.0161,63.65
0.186,-0.081,0.119,63.7
0.182,-0.0724,0.2569,63.75
0.1787,-0.0553,0.3779,63.8
0.1765,-0.0346,0.447,63.85
0.1753,-0.0106,0.4818,63.9
0.1754,0.0135,0.4647,63.95
0.1766,0.0359,0.4306,64
0.179,0.0566,0.3621,64.05
0.1823,0.0721,0.2591,64.1
0.1862,0.0825,0.139,64.15
0.1905,0.086,0.0016,64.2
0.1948,0.0827,-0.1361,64.25
0.1988,0.0724,-0.2566,64.3
0.2021,0.057,-0.36,64.35
0.2045,0.0364,-0.4465,64.4
0.2057,0.0123,-0.4988,64.45
0.2057,-0.0135,-0.4997,64.5
0.2044,-0.0376,-0.431,64.55
0.202,-0.0566,-0.3622,64.6
0.1987,-0.0738,-0.2943,64.65
0.1946,-0.086,-0.1394,64.7
0.1901,-0.0878,0.0161,64.75
0.1858,-0.0844,0.1192,64.8
0.1817,-0.0759,0.2397,64.85
0.1782,-0.0604,0.3605,64.9
0.1756,-0.0398,0.447,64.95
0.1742,-0.0157,0.4816,65
0.1741,0.0084,0.4817,65.05
0.1751,0.0324,0.4648,65.1
0.1773,0.0548,0.4137,65.15
0.1806,0.0738,0.3111,65.2
0.1847,0.0859,0.1562,65.25
0.1892,0.0894,0.0183,65.3
0.1936,0.0878,-0.0843,65.35
0.1979,0.081,-0.2216,65.4
0.2017,0.0656,-0.3774,65.45
0.2045,0.0433,-0.4468,65.5
0.206,0.0209,-0.4639,65.55
0.2066,-0.0031,-0.499,65.6
0.2057,-0.029,-0.4827,65.65
0.2037,-0.0514,-0.3968,65.7
0.2006,-0.0687,-0.311,65.75
0.1968,-0.0825,-0.2081,65.8
0.1923,-0.0895,-0.0704,65.85
0.1879,-0.0895,0.0674,65.9
0.1834,-0.0827,0.2051,65.95
0.1796,-0.069,0.3433,66
0.1765,-0.0484,0.4298,66.05
0.1748,-0.026,0.4641,66.1
0.1739,-0.002,0.4991,66.15
0.1746,0.0239,0.4648,66.2
0.1763,0.0445,0.4134,66.25
0.179,0.0652,0.3451,66.3
0.1828,0.079,0.225,66.35
0.1869,0.0877,0.0877,66.4
0.1916,0.0878,-0.0676,66.45
0.1957,0.0809,-0.1705,66.5
0.1997,0.0707,-0.2908,66.55
0.2028,0.0519,-0.412,66.6
0.2048,0.0295,-0.4639,66.65
0.2057,0.0055,-0.4992,66.7
0.2054,-0.0204,-0.4655,66.75
0.2037,-0.0411,-0.3789,66.8
0.2013,-0.0583,-0.3453,66.85
0.1978,-0.0756,-0.2429,66.9
0.1937,-0.0826,-0.07,66.95
0.1896,-0.0826,0.0331,67
0.1855,-0.0793,0.1536,67.05
0.1817,-0.0673,0.2745,67.1
0.1787,-0.0518,0.3605,67.15
0.1765,-0.0312,0.4471,67.2
0.1756,-0.0071,0.4646,67.25
0.1758,0.0152,0.4475,67.3
0.1771,0.0376,0.4136,67.35
0.1795,0.0566,0.3279,67.4
0.1828,0.0704,0.2074,67.45
0.1866,0.0773,0.1045,67.5
0.1905,0.0809,-0.0156,67.55
0.1947,0.0758,-0.1535,67.6
0.1981,0.0655,-0.2567,67.65
0.2012,0.0501,-0.3603,67.7
0.2031,0.0295,-0.4295,67.75
0.2042,0.0072,-0.4646,67.8
0.2038,-0.017,-0.4479,67.85
0.2025,-0.0376,-0.3967,67.9
0.2001,-0.0566,-0.3109,67.95
0.1968,-0.0687,-0.2075,68
0.1932,-0.0774,-0.1222,68.05
0.1891,-0.0809,0.0329,68.1
0.1851,-0.0741,0.1712,68.15
0.1817,-0.0638,0.2571,68.2
0.1787,-0.0484,0.3608,68.25
0.1768,-0.0277,0.4125,68.3
0.176,-0.0071,0.447,68.35
0.1761,0.017,0.465,68.4
0.1777,0.0394,0.3964,68.45
0.18,0.0566,0.3104,68.5
0.1833,0.0704,0.2246,68.55
0.1871,0.0791,0.1219,68.6
0.1912,0.0826,-0.0154,68.65
0.1954,0.0775,-0.1707,68.7
0.199,0.0655,-0.274,68.75
0.2019,0.0501,-0.3603,68.8
0.204,0.0295,-0.4297,68.85
0.2049,0.0071,-0.447,68.9
0.2047,-0.0152,-0.4649,68.95
0.2033,-0.0393,-0.4314,69
0.2008,-0.0583,-0.3281,69.05
0.1975,-0.0722,-0.2249,69.1
0.1935,-0.0808,-0.1218,69.15
0.1894,-0.0843,-0.0017,69.2
0.1851,-0.081,0.1536,69.25
0.1813,-0.069,0.2745,69.3
0.1782,-0.0535,0.3606,69.35
0.176,-0.0329,0.4299,69.4
0.1749,-0.0105,0.4471,69.45
0.1749,0.0118,0.4645,69.5
0.1761,0.0359,0.448,69.55
0.1785,0.0566,0.3623,69.6
0.1818,0.0721,0.2419,69.65
0.1857,0.0808,0.1213,69.7
0.1898,0.0843,0.0359,69.75
0.1941,0.0844,-0.1012,69.8
0.1983,0.0741,-0.274,69.85
0.2016,0.057,-0.3604,69.9
0.204,0.0381,-0.4123,69.95
0.2054,0.0157,-0.4469,70
0.2056,-0.0066,-0.4646,70.05
0.2047,-0.0307,-0.4483,70.1
0.2025,-0.0514,-0.3624,70.15
0.1996,-0.067,-0.2765,70.2
0.1958,-0.0791,-0.1735,70.25
0.1917,-0.0843,-0.0531,70.3
0.1874,-0.0844,0.0846,70.35
0.1832,-0.0758,0.2227,70.4
0.1798,-0.0621,0.3261,70.45
0.177,-0.0432,0.4126,70.5
0.1754,-0.0209,0.4471,70.55
0.1749,0.0015,0.4646,70.6
0.1756,0.0256,0.4478,70.65
0.1775,0.0463,0.379,70.7
0.1802,0.0635,0.3107,70.75
0.1838,0.0773,0.1908,70.8
0.188,0.0826,0.0357,70.85
0.1921,0.0809,-0.0848,70.9
0.196,0.0741,-0.1879,70.95
0.1995,0.0621,-0.2913,71
0.2023,0.045,-0.3777,71.05
0.204,0.0243,-0.4295,71.1
0.2047,0.002,-0.4646,71.15
0.2042,-0.0221,-0.4483,71.2
0.2025,-0.0428,-0.3623,71.25
0.1999,-0.0584,-0.2763,71.3
